### ParaTranz ###
#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
W_L_131726;;;;;;;;;;;;;x
W_L_131727;;;;;;;;;;;;;x
W_L_131728;;;;;;;;;;;;;x
W_L_131729;;;;;;;;;;;;;x
W_L_131730;;;;;;;;;;;;;x
W_L_6392;;;;;;;;;;;;;x
W_L_90095;;;;;;;;;;;;;x
W_L_90104;;;;;;;;;;;;;x
W_L_90123;;;;;;;;;;;;;x
W_L_90154;;;;;;;;;;;;;x
W_L_90155;;;;;;;;;;;;;x
W_L_6448;;;;;;;;;;;;;x
W_L_90111;;;;;;;;;;;;;x
W_L_6442;;;;;;;;;;;;;x
W_L_7995;;;;;;;;;;;;;x
W_L_90120;;;;;;;;;;;;;x
W_L_90125;;;;;;;;;;;;;x
W_L_90126;;;;;;;;;;;;;x
W_L_200;;;;;;;;;;;;;x
W_L_206;;;;;;;;;;;;;x
W_L_208;;;;;;;;;;;;;x
W_L_214;;;;;;;;;;;;;x
W_L_205502;;;;;;;;;;;;;x
W_L_205500;;;;;;;;;;;;;x
W_L_205506;;;;;;;;;;;;;x
W_L_455402;;;;;;;;;;;;;x
W_L_455404;;;;;;;;;;;;;x
W_L_455528;;;;;;;;;;;;;x
W_L_455526;;;;;;;;;;;;;x
W_L_455836;;;;;;;;;;;;;x
W_L_70137;;;;;;;;;;;;;x
W_L_455509;;;;;;;;;;;;;x
W_L_455414;;;;;;;;;;;;;x
W_L_455500;;;;;;;;;;;;;x
W_L_482;;;;;;;;;;;;;x
W_L_497;;;;;;;;;;;;;x
W_L_20371;;;;;;;;;;;;;x
W_L_468;;;;;;;;;;;;;x
W_L_470;;;;;;;;;;;;;x
W_L_476;;;;;;;;;;;;;x
W_L_472;;;;;;;;;;;;;x
W_L_474;;;;;;;;;;;;;x
W_L_480;;;;;;;;;;;;;x
W_L_231065;;;;;;;;;;;;;x
W_L_219530;;;;;;;;;;;;;x
W_L_219510;;;;;;;;;;;;;x
W_L_219511;;;;;;;;;;;;;x
W_L_98000;;;;;;;;;;;;;x
W_L_98001;;;;;;;;;;;;;x
W_L_219500;;;;;;;;;;;;;x
W_L_219501;;;;;;;;;;;;;x
W_L_98002;;;;;;;;;;;;;x
W_L_219502;;;;;;;;;;;;;x
W_L_98003;;;;;;;;;;;;;x
W_L_98004;;;;;;;;;;;;;x
W_L_98005;;;;;;;;;;;;;x
W_L_98007;;;;;;;;;;;;;x
W_L_96003;;;;;;;;;;;;;x
W_L_98009;;;;;;;;;;;;;x
W_L_469500;;;;;;;;;;;;;x
W_L_8604;;;;;;;;;;;;;x
W_L_8605;;;;;;;;;;;;;x
W_L_8606;;;;;;;;;;;;;x
W_L_8607;;;;;;;;;;;;;x
W_L_8634;;;;;;;;;;;;;x
W_L_8612;;;;;;;;;;;;;x
W_L_8614;;;;;;;;;;;;;x
W_L_8616;;;;;;;;;;;;;x
W_L_8620;;;;;;;;;;;;;x
W_L_8622;;;;;;;;;;;;;x
W_L_8628;;;;;;;;;;;;;x
W_L_8626;;;;;;;;;;;;;x
W_L_475;;;;;;;;;;;;;x
W_L_20381;;;;;;;;;;;;;x
W_L_122;;;;;;;;;;;;;x
W_L_140;;;;;;;;;;;;;x
W_L_146;;;;;;;;;;;;;x
W_L_1202992;;;;;;;;;;;;;x
W_L_205851;;;;;;;;;;;;;x
W_L_204500;;;;;;;;;;;;;x
W_L_204510;;;;;;;;;;;;;x
W_L_204514;;;;;;;;;;;;;x
W_L_454522;;;;;;;;;;;;;x
W_L_454520;;;;;;;;;;;;;x
W_L_454510;;;;;;;;;;;;;x
W_L_454500;;;;;;;;;;;;;x
W_L_1700;;;;;;;;;;;;;x
W_L_1702;;;;;;;;;;;;;x
W_L_1704;;;;;;;;;;;;;x
W_L_1706;;;;;;;;;;;;;x
W_L_1708;;;;;;;;;;;;;x
W_L_1710;;;;;;;;;;;;;x
W_L_1712;;;;;;;;;;;;;x
W_L_1714;;;;;;;;;;;;;x
W_L_1716;;;;;;;;;;;;;x
W_L_1718;;;;;;;;;;;;;x
W_L_1720;;;;;;;;;;;;;x
W_L_1722;;;;;;;;;;;;;x
W_L_1724;;;;;;;;;;;;;x
W_L_1717;;;;;;;;;;;;;x
W_L_1726;;;;;;;;;;;;;x
W_L_1719;;;;;;;;;;;;;x
W_L_70432;;;;;;;;;;;;;x
W_L_1730;;;;;;;;;;;;;x
W_L_1732;;;;;;;;;;;;;x
W_L_1734;;;;;;;;;;;;;x
W_L_1736;;;;;;;;;;;;;x
W_L_1740;;;;;;;;;;;;;x
W_L_1742;;;;;;;;;;;;;x
W_L_223023;;;;;;;;;;;;;x
W_L_215530;;;;;;;;;;;;;x
W_L_215531;;;;;;;;;;;;;x
W_L_215529;;;;;;;;;;;;;x
W_L_215500;;;;;;;;;;;;;x
W_L_215503;;;;;;;;;;;;;x
W_L_215507;;;;;;;;;;;;;x
W_L_125710;;;;;;;;;;;;;x
W_L_215674;;;;;;;;;;;;;x
W_L_125741;;;;;;;;;;;;;x
W_L_125742;;;;;;;;;;;;;x
W_L_125743;;;;;;;;;;;;;x
W_L_465527;;;;;;;;;;;;;x
W_L_465521;;;;;;;;;;;;;x
W_L_465501;;;;;;;;;;;;;x
W_L_465500;;;;;;;;;;;;;x
W_L_465510;;;;;;;;;;;;;x
W_L_465530;;;;;;;;;;;;;x
W_L_218500;;;;;;;;;;;;;x
W_L_468500;;;;;;;;;;;;;x
W_L_70384;;;;;;;;;;;;;x
W_L_70382;;;;;;;;;;;;;x
W_L_70383;;;;;;;;;;;;;x
W_L_712;;;;;;;;;;;;;x
W_L_714;;;;;;;;;;;;;x
W_L_716;;;;;;;;;;;;;x
W_L_718;;;;;;;;;;;;;x
W_L_728;;;;;;;;;;;;;x
W_L_730;;;;;;;;;;;;;x
W_L_722;;;;;;;;;;;;;x
W_L_732;;;;;;;;;;;;;x
W_L_217501;;;;;;;;;;;;;x
W_L_217500;;;;;;;;;;;;;x
W_L_217502;;;;;;;;;;;;;x
W_L_217505;;;;;;;;;;;;;x
W_L_31160;;;;;;;;;;;;;x
W_L_31165;;;;;;;;;;;;;x
W_L_31166;;;;;;;;;;;;;x
W_L_31170;;;;;;;;;;;;;x
W_L_31185;;;;;;;;;;;;;x
W_L_31187;;;;;;;;;;;;;x
W_L_465551;;;;;;;;;;;;;x
W_L_31192;;;;;;;;;;;;;x
W_L_467530;;;;;;;;;;;;;x
W_L_467540;;;;;;;;;;;;;x
W_L_125519;;;;;;;;;;;;;x
W_L_31193;;;;;;;;;;;;;x
W_L_31195;;;;;;;;;;;;;x
W_L_467520;;;;;;;;;;;;;x
W_L_467521;;;;;;;;;;;;;x
W_L_467500;;;;;;;;;;;;;x
W_L_102531;;;;;;;;;;;;;x
W_L_102532;;;;;;;;;;;;;x
W_L_102534;;;;;;;;;;;;;x
W_L_102577;;;;;;;;;;;;;x
W_L_202511;;;;;;;;;;;;;x
W_L_222598;;;;;;;;;;;;;x
W_L_222597;;;;;;;;;;;;;x
W_L_222595;;;;;;;;;;;;;x
W_L_222599;;;;;;;;;;;;;x
W_L_202510;;;;;;;;;;;;;x
W_L_202501;;;;;;;;;;;;;x
W_L_202514;;;;;;;;;;;;;x
W_L_202512;;;;;;;;;;;;;x
W_L_202507;;;;;;;;;;;;;x
W_L_202051;;;;;;;;;;;;;x
W_L_202500;;;;;;;;;;;;;x
W_L_202502;;;;;;;;;;;;;x
W_L_202508;;;;;;;;;;;;;x
W_L_202032;;;;;;;;;;;;;x
W_L_202509;;;;;;;;;;;;;x
W_L_6905;;;;;;;;;;;;;x
W_L_6906;;;;;;;;;;;;;x
W_L_452510;;;;;;;;;;;;;x
W_L_101549;;;;;;;;;;;;;x
W_L_101500;;;;;;;;;;;;;x
W_L_101502;;;;;;;;;;;;;x
W_L_101505;;;;;;;;;;;;;x
W_L_101507;;;;;;;;;;;;;x
W_L_101510;;;;;;;;;;;;;x
W_L_101511;;;;;;;;;;;;;x
W_L_102529;;;;;;;;;;;;;x
W_L_101515;;;;;;;;;;;;;x
W_L_101517;;;;;;;;;;;;;x
W_L_101519;;;;;;;;;;;;;x
W_L_101520;;;;;;;;;;;;;x
W_L_101521;;;;;;;;;;;;;x
W_L_101530;;;;;;;;;;;;;x
W_L_201517;;;;;;;;;;;;;x
W_L_201514;;;;;;;;;;;;;x
W_L_201518;;;;;;;;;;;;;x
W_L_201508;;;;;;;;;;;;;x
W_L_201510;;;;;;;;;;;;;x
W_L_201500;;;;;;;;;;;;;x
W_L_201501;;;;;;;;;;;;;x
W_L_451510;;;;;;;;;;;;;x
W_L_451524;;;;;;;;;;;;;x
W_L_451513;;;;;;;;;;;;;x
W_L_451514;;;;;;;;;;;;;x
W_L_451515;;;;;;;;;;;;;x
W_L_451520;;;;;;;;;;;;;x
W_L_451500;;;;;;;;;;;;;x
W_L_500;;;;;;;;;;;;;x
W_L_502;;;;;;;;;;;;;x
W_L_504;;;;;;;;;;;;;x
W_L_506;;;;;;;;;;;;;x
W_L_508;;;;;;;;;;;;;x
W_L_510;;;;;;;;;;;;;x
W_L_512;;;;;;;;;;;;;x
W_L_514;;;;;;;;;;;;;x
W_L_516;;;;;;;;;;;;;x
W_L_518;;;;;;;;;;;;;x
W_L_520;;;;;;;;;;;;;x
W_L_522;;;;;;;;;;;;;x
W_L_526;;;;;;;;;;;;;x
W_L_530;;;;;;;;;;;;;x
W_L_8504;;;;;;;;;;;;;x
W_L_212861;;;;;;;;;;;;;x
W_L_212872;;;;;;;;;;;;;x
W_L_212851;;;;;;;;;;;;;x
W_L_212850;;;;;;;;;;;;;x
W_L_212560;;;;;;;;;;;;;x
W_L_212057;;;;;;;;;;;;;x
W_L_212875;;;;;;;;;;;;;x
W_L_212855;;;;;;;;;;;;;x
W_L_7694;;;;;;;;;;;;;x
W_L_7525;;;;;;;;;;;;;x
W_L_7527;;;;;;;;;;;;;x
W_L_7528;;;;;;;;;;;;;x
W_L_462720;;;;;;;;;;;;;x
W_L_462024;;;;;;;;;;;;;x
W_L_462610;;;;;;;;;;;;;x
W_L_462614;;;;;;;;;;;;;x
W_L_30227;;;;;;;;;;;;;x
W_L_30228;;;;;;;;;;;;;x
W_L_90107;;;;;;;;;;;;;x
W_L_42019;;;;;;;;;;;;;x
W_L_90105;;;;;;;;;;;;;x
W_L_7945;;;;;;;;;;;;;x
W_L_7949;;;;;;;;;;;;;x
W_L_7952;;;;;;;;;;;;;x
W_L_1280;;;;;;;;;;;;;x
W_L_1282;;;;;;;;;;;;;x
W_L_1286;;;;;;;;;;;;;x
W_L_1288;;;;;;;;;;;;;x
W_L_1296;;;;;;;;;;;;;x
W_L_1312;;;;;;;;;;;;;x
W_L_1314;;;;;;;;;;;;;x
W_L_1316;;;;;;;;;;;;;x
W_L_7901;;;;;;;;;;;;;x
W_L_30219;;;;;;;;;;;;;x
W_L_7903;;;;;;;;;;;;;x
W_L_212501;;;;;;;;;;;;;x
W_L_212507;;;;;;;;;;;;;x
W_L_212506;;;;;;;;;;;;;x
W_L_212607;;;;;;;;;;;;;x
W_L_212513;;;;;;;;;;;;;x
W_L_30760;;;;;;;;;;;;;x
W_L_94003;;;;;;;;;;;;;x
W_L_232682;;;;;;;;;;;;;x
W_L_462021;;;;;;;;;;;;;x
W_L_462360;;;;;;;;;;;;;x
W_L_462023;;;;;;;;;;;;;x
W_L_462611;;;;;;;;;;;;;x
W_L_462740;;;;;;;;;;;;;x
W_L_223500;;;;;;;;;;;;;x
W_L_223505;;;;;;;;;;;;;x
W_L_138018;;;;;;;;;;;;;x
W_L_138020;;;;;;;;;;;;;x
W_L_138022;;;;;;;;;;;;;x
W_L_461905;;;;;;;;;;;;;x
W_L_138023;;;;;;;;;;;;;x
W_L_138024;;;;;;;;;;;;;x
W_L_461916;;;;;;;;;;;;;x
W_L_461900;;;;;;;;;;;;;x
W_L_461910;;;;;;;;;;;;;x
W_L_209503;;;;;;;;;;;;;x
W_L_209500;;;;;;;;;;;;;x
W_L_459560;;;;;;;;;;;;;x
W_L_459562;;;;;;;;;;;;;x
W_L_459520;;;;;;;;;;;;;x
W_L_459510;;;;;;;;;;;;;x
W_L_459500;;;;;;;;;;;;;x
W_L_459501;;;;;;;;;;;;;x
W_L_109607;;;;;;;;;;;;;x
W_L_6531;;;;;;;;;;;;;x
W_L_242;;;;;;;;;;;;;x
W_L_34163;;;;;;;;;;;;;x
W_L_30313;;;;;;;;;;;;;x
W_L_34158;;;;;;;;;;;;;x
W_L_34159;;;;;;;;;;;;;x
W_L_201520;;;;;;;;;;;;;x
W_L_201530;;;;;;;;;;;;;x
W_L_6018;;;;;;;;;;;;;x
W_L_6022;;;;;;;;;;;;;x
W_L_6016;;;;;;;;;;;;;x
W_L_6024;;;;;;;;;;;;;x
W_L_972;;;;;;;;;;;;;x
W_L_6026;;;;;;;;;;;;;x
W_L_974;;;;;;;;;;;;;x
W_L_6028;;;;;;;;;;;;;x
W_L_978;;;;;;;;;;;;;x
W_L_6030;;;;;;;;;;;;;x
W_L_976;;;;;;;;;;;;;x
W_L_6004;;;;;;;;;;;;;x
W_L_980;;;;;;;;;;;;;x
W_L_982;;;;;;;;;;;;;x
W_L_5996;;;;;;;;;;;;;x
W_L_6006;;;;;;;;;;;;;x
W_L_984;;;;;;;;;;;;;x
W_L_986;;;;;;;;;;;;;x
W_L_988;;;;;;;;;;;;;x
W_L_202968;;;;;;;;;;;;;x
W_L_232678;;;;;;;;;;;;;x
W_L_202998;;;;;;;;;;;;;x
W_L_203000;;;;;;;;;;;;;x
W_L_202999;;;;;;;;;;;;;x
W_L_6900;;;;;;;;;;;;;x
W_L_6902;;;;;;;;;;;;;x
W_L_6907;;;;;;;;;;;;;x
W_L_230524;;;;;;;;;;;;;x
W_L_453501;;;;;;;;;;;;;x
W_L_453500;;;;;;;;;;;;;x
W_L_7615;;;;;;;;;;;;;x
W_L_7614;;;;;;;;;;;;;x
W_L_7613;;;;;;;;;;;;;x
W_L_7612;;;;;;;;;;;;;x
W_L_7611;;;;;;;;;;;;;x
W_L_7610;;;;;;;;;;;;;x
W_L_7609;;;;;;;;;;;;;x
W_L_7608;;;;;;;;;;;;;x
W_L_7607;;;;;;;;;;;;;x
W_L_7606;;;;;;;;;;;;;x
W_L_7605;;;;;;;;;;;;;x
W_L_7604;;;;;;;;;;;;;x
W_L_7603;;;;;;;;;;;;;x
W_L_7602;;;;;;;;;;;;;x
W_L_7601;;;;;;;;;;;;;x
W_L_7600;;;;;;;;;;;;;x
W_L_7799;;;;;;;;;;;;;x
W_L_7798;;;;;;;;;;;;;x
W_L_7797;;;;;;;;;;;;;x
W_L_7796;;;;;;;;;;;;;x
W_L_7795;;;;;;;;;;;;;x
W_L_7794;;;;;;;;;;;;;x
W_L_7793;;;;;;;;;;;;;x
W_L_7792;;;;;;;;;;;;;x
W_L_7791;;;;;;;;;;;;;x
W_L_7790;;;;;;;;;;;;;x
W_L_7789;;;;;;;;;;;;;x
W_L_7787;;;;;;;;;;;;;x
W_L_7786;;;;;;;;;;;;;x
W_L_7785;;;;;;;;;;;;;x
W_L_7784;;;;;;;;;;;;;x
W_L_7783;;;;;;;;;;;;;x
W_L_7782;;;;;;;;;;;;;x
W_L_7781;;;;;;;;;;;;;x
W_L_7780;;;;;;;;;;;;;x
W_L_7779;;;;;;;;;;;;;x
W_L_7778;;;;;;;;;;;;;x
W_L_7777;;;;;;;;;;;;;x
W_L_7776;;;;;;;;;;;;;x
W_L_7775;;;;;;;;;;;;;x
W_L_7774;;;;;;;;;;;;;x
W_L_7773;;;;;;;;;;;;;x
W_L_7772;;;;;;;;;;;;;x
W_L_7771;;;;;;;;;;;;;x
W_L_7770;;;;;;;;;;;;;x
W_L_7769;;;;;;;;;;;;;x
W_L_7768;;;;;;;;;;;;;x
W_L_7767;;;;;;;;;;;;;x
W_L_7766;;;;;;;;;;;;;x
W_L_7765;;;;;;;;;;;;;x
W_L_7763;;;;;;;;;;;;;x
W_L_7762;;;;;;;;;;;;;x
W_L_7761;;;;;;;;;;;;;x
W_L_7760;;;;;;;;;;;;;x
W_L_7759;;;;;;;;;;;;;x
W_L_7764;;;;;;;;;;;;;x
W_L_7900;;;;;;;;;;;;;x
W_L_7899;;;;;;;;;;;;;x
W_L_7898;;;;;;;;;;;;;x
W_L_7897;;;;;;;;;;;;;x
W_L_7896;;;;;;;;;;;;;x
W_L_7893;;;;;;;;;;;;;x
W_L_7892;;;;;;;;;;;;;x
W_L_7891;;;;;;;;;;;;;x
W_L_7890;;;;;;;;;;;;;x
W_L_7889;;;;;;;;;;;;;x
W_L_7888;;;;;;;;;;;;;x
W_L_7887;;;;;;;;;;;;;x
W_L_7886;;;;;;;;;;;;;x
W_L_7885;;;;;;;;;;;;;x
W_L_7884;;;;;;;;;;;;;x
W_L_7883;;;;;;;;;;;;;x
W_L_7882;;;;;;;;;;;;;x
W_L_7881;;;;;;;;;;;;;x
W_L_7880;;;;;;;;;;;;;x
W_L_7879;;;;;;;;;;;;;x
W_L_7878;;;;;;;;;;;;;x
W_L_7877;;;;;;;;;;;;;x
W_L_7876;;;;;;;;;;;;;x
W_L_7875;;;;;;;;;;;;;x
W_L_7874;;;;;;;;;;;;;x
W_L_7873;;;;;;;;;;;;;x
W_L_7872;;;;;;;;;;;;;x
W_L_7871;;;;;;;;;;;;;x
W_L_7870;;;;;;;;;;;;;x
W_L_7869;;;;;;;;;;;;;x
W_L_7868;;;;;;;;;;;;;x
W_L_7867;;;;;;;;;;;;;x
W_L_7866;;;;;;;;;;;;;x
W_L_7895;;;;;;;;;;;;;x
W_L_7865;;;;;;;;;;;;;x
W_L_7864;;;;;;;;;;;;;x
W_L_7863;;;;;;;;;;;;;x
W_L_7862;;;;;;;;;;;;;x
W_L_7861;;;;;;;;;;;;;x
W_L_7860;;;;;;;;;;;;;x
W_L_7859;;;;;;;;;;;;;x
W_L_7858;;;;;;;;;;;;;x
W_L_7857;;;;;;;;;;;;;x
W_L_7856;;;;;;;;;;;;;x
W_L_7855;;;;;;;;;;;;;x
W_L_7854;;;;;;;;;;;;;x
W_L_7853;;;;;;;;;;;;;x
W_L_7852;;;;;;;;;;;;;x
W_L_7851;;;;;;;;;;;;;x
W_L_7850;;;;;;;;;;;;;x
W_L_7849;;;;;;;;;;;;;x
W_L_7848;;;;;;;;;;;;;x
W_L_7847;;;;;;;;;;;;;x
W_L_7846;;;;;;;;;;;;;x
W_L_7845;;;;;;;;;;;;;x
W_L_7844;;;;;;;;;;;;;x
W_L_7843;;;;;;;;;;;;;x
W_L_7842;;;;;;;;;;;;;x
W_L_7841;;;;;;;;;;;;;x
W_L_7840;;;;;;;;;;;;;x
W_L_7916;;;;;;;;;;;;;x
W_L_7839;;;;;;;;;;;;;x
W_L_7838;;;;;;;;;;;;;x
W_L_7837;;;;;;;;;;;;;x
W_L_7836;;;;;;;;;;;;;x
W_L_7835;;;;;;;;;;;;;x
W_L_7917;;;;;;;;;;;;;x
W_L_7834;;;;;;;;;;;;;x
W_L_7833;;;;;;;;;;;;;x
W_L_7832;;;;;;;;;;;;;x
W_L_7831;;;;;;;;;;;;;x
W_L_7931;;;;;;;;;;;;;x
W_L_7830;;;;;;;;;;;;;x
W_L_7829;;;;;;;;;;;;;x
W_L_7828;;;;;;;;;;;;;x
W_L_7827;;;;;;;;;;;;;x
W_L_7930;;;;;;;;;;;;;x
W_L_7826;;;;;;;;;;;;;x
W_L_7825;;;;;;;;;;;;;x
W_L_1318;;;;;;;;;;;;;x
W_L_7824;;;;;;;;;;;;;x
W_L_7823;;;;;;;;;;;;;x
W_L_7822;;;;;;;;;;;;;x
W_L_7821;;;;;;;;;;;;;x
W_L_7933;;;;;;;;;;;;;x
W_L_7934;;;;;;;;;;;;;x
W_L_7937;;;;;;;;;;;;;x
W_L_7820;;;;;;;;;;;;;x
W_L_7819;;;;;;;;;;;;;x
W_L_7818;;;;;;;;;;;;;x
W_L_7817;;;;;;;;;;;;;x
W_L_1338;;;;;;;;;;;;;x
W_L_7894;;;;;;;;;;;;;x
W_L_11034;;;;;;;;;;;;;x
W_L_7940;;;;;;;;;;;;;x
W_L_2008;;;;;;;;;;;;;x
W_L_2010;;;;;;;;;;;;;x
W_L_2012;;;;;;;;;;;;;x
W_L_2013;;;;;;;;;;;;;x
W_L_2014;;;;;;;;;;;;;x
W_L_2017;;;;;;;;;;;;;x
W_L_294;;;;;;;;;;;;;x
W_L_2021;;;;;;;;;;;;;x
W_L_71800;;;;;;;;;;;;;x
W_L_71805;;;;;;;;;;;;;x
W_L_71806;;;;;;;;;;;;;x
W_L_71807;;;;;;;;;;;;;x
W_L_71808;;;;;;;;;;;;;x
W_L_71809;;;;;;;;;;;;;x
W_L_71810;;;;;;;;;;;;;x
W_L_71811;;;;;;;;;;;;;x
W_L_223754;;;;;;;;;;;;;x
W_L_71812;;;;;;;;;;;;;x
W_L_71813;;;;;;;;;;;;;x
W_L_70841;;;;;;;;;;;;;x
W_L_71814;;;;;;;;;;;;;x
W_L_71820;;;;;;;;;;;;;x
W_L_71821;;;;;;;;;;;;;x
W_L_71822;;;;;;;;;;;;;x
W_L_71823;;;;;;;;;;;;;x
W_L_71824;;;;;;;;;;;;;x
W_L_71825;;;;;;;;;;;;;x
W_L_71826;;;;;;;;;;;;;x
W_L_70785;;;;;;;;;;;;;x
W_L_71827;;;;;;;;;;;;;x
W_L_71829;;;;;;;;;;;;;x
W_L_71830;;;;;;;;;;;;;x
W_L_70851;;;;;;;;;;;;;x
W_L_71831;;;;;;;;;;;;;x
W_L_71832;;;;;;;;;;;;;x
W_L_71833;;;;;;;;;;;;;x
W_L_71834;;;;;;;;;;;;;x
W_L_71835;;;;;;;;;;;;;x
W_L_71836;;;;;;;;;;;;;x
W_L_71837;;;;;;;;;;;;;x
W_L_71838;;;;;;;;;;;;;x
W_L_478501;;;;;;;;;;;;;x
W_L_455406;;;;;;;;;;;;;x
W_L_461710;;;;;;;;;;;;;x
W_L_461700;;;;;;;;;;;;;x
W_L_1122;;;;;;;;;;;;;x
W_L_1124;;;;;;;;;;;;;x
W_L_1126;;;;;;;;;;;;;x
W_L_1128;;;;;;;;;;;;;x
W_L_1142;;;;;;;;;;;;;x
W_L_127083;;;;;;;;;;;;;x
W_L_211502;;;;;;;;;;;;;x
W_L_211507;;;;;;;;;;;;;x
W_L_211501;;;;;;;;;;;;;x
W_L_127092;;;;;;;;;;;;;x
W_L_211511;;;;;;;;;;;;;x
W_L_752;;;;;;;;;;;;;x
W_L_754;;;;;;;;;;;;;x
W_L_756;;;;;;;;;;;;;x
W_L_766;;;;;;;;;;;;;x
W_L_758;;;;;;;;;;;;;x
W_L_763;;;;;;;;;;;;;x
W_L_760;;;;;;;;;;;;;x
W_L_762;;;;;;;;;;;;;x
W_L_125901;;;;;;;;;;;;;x
W_L_764;;;;;;;;;;;;;x
W_L_221515;;;;;;;;;;;;;x
W_L_221531;;;;;;;;;;;;;x
W_L_221530;;;;;;;;;;;;;x
W_L_125973;;;;;;;;;;;;;x
W_L_221560;;;;;;;;;;;;;x
W_L_221510;;;;;;;;;;;;;x
W_L_221520;;;;;;;;;;;;;x
W_L_221537;;;;;;;;;;;;;x
W_L_125905;;;;;;;;;;;;;x
W_L_471652;;;;;;;;;;;;;x
W_L_125909;;;;;;;;;;;;;x
W_L_221550;;;;;;;;;;;;;x
W_L_125975;;;;;;;;;;;;;x
W_L_221524;;;;;;;;;;;;;x
W_L_125982;;;;;;;;;;;;;x
W_L_221525;;;;;;;;;;;;;x
W_L_125983;;;;;;;;;;;;;x
W_L_471520;;;;;;;;;;;;;x
W_L_125987;;;;;;;;;;;;;x
W_L_125984;;;;;;;;;;;;;x
W_L_471510;;;;;;;;;;;;;x
W_L_471500;;;;;;;;;;;;;x
W_L_40605;;;;;;;;;;;;;x
W_L_40606;;;;;;;;;;;;;x
W_L_600;;;;;;;;;;;;;x
W_L_602;;;;;;;;;;;;;x
W_L_608;;;;;;;;;;;;;x
W_L_610;;;;;;;;;;;;;x
W_L_612;;;;;;;;;;;;;x
W_L_626;;;;;;;;;;;;;x
W_L_650;;;;;;;;;;;;;x
W_L_628;;;;;;;;;;;;;x
W_L_630;;;;;;;;;;;;;x
W_L_652;;;;;;;;;;;;;x
W_L_666;;;;;;;;;;;;;x
W_L_222574;;;;;;;;;;;;;x
W_L_222672;;;;;;;;;;;;;x
W_L_472844;;;;;;;;;;;;;x
W_L_222520;;;;;;;;;;;;;x
W_L_125114;;;;;;;;;;;;;x
W_L_222676;;;;;;;;;;;;;x
W_L_222670;;;;;;;;;;;;;x
W_L_472843;;;;;;;;;;;;;x
W_L_472848;;;;;;;;;;;;;x
W_L_472840;;;;;;;;;;;;;x
W_L_125301;;;;;;;;;;;;;x
W_L_473500;;;;;;;;;;;;;x
W_L_473506;;;;;;;;;;;;;x
W_L_3096;;;;;;;;;;;;;x
W_L_3086;;;;;;;;;;;;;x
W_L_3088;;;;;;;;;;;;;x
W_L_144060;;;;;;;;;;;;;x
W_L_144061;;;;;;;;;;;;;x
W_L_144062;;;;;;;;;;;;;x
W_L_144063;;;;;;;;;;;;;x
W_L_144064;;;;;;;;;;;;;x
W_L_227000;;;;;;;;;;;;;x
W_L_34027;;;;;;;;;;;;;x
W_L_34028;;;;;;;;;;;;;x
W_L_34029;;;;;;;;;;;;;x
W_L_34032;;;;;;;;;;;;;x
W_L_34033;;;;;;;;;;;;;x
W_L_34034;;;;;;;;;;;;;x
W_L_3082;;;;;;;;;;;;;x
W_L_3080;;;;;;;;;;;;;x
W_L_34025;;;;;;;;;;;;;x
W_L_34024;;;;;;;;;;;;;x
W_L_34023;;;;;;;;;;;;;x
W_L_34022;;;;;;;;;;;;;x
W_L_34020;;;;;;;;;;;;;x
